Start Timestamp;End Timestamp;Transcript
08:34;08:35;"Und das ist dann wahr."
08:35;08:39;"Ja."
08:39;08:41;"Das ist klar."
08:41;08:43;"Das ist eine falsche Aussage."
08:43;08:46;"Die Negation sehen wir also hier."
08:46;08:49;"Wenn ich falsche Aussage habe, ist die Negation wahr."
08:49;08:51;"Und in der Tat, das ist wahr."
08:53;08:56;"Nehmen wir nochmal den Klassiker mit den Schafen."
08:56;08:57;"Das kennen Sie bestimmt alle."
08:57;09:02;"Ich sage jetzt mal, die Aussage lautet wie folgt."
09:02;09:05;"Und zwar sage ich, alle Schafe sind weiß."
09:14;09:18;"So, dann ist die erste Frage, was ist jetzt die Negation davon?"
09:18;09:24;"Negation der Aussage A."
09:24;09:29;"Na, da würde man jetzt sagen, nicht alle Schafe sind weiß."
09:39;09:41;"Jetzt werden Sie aber sagen, das ist nicht ganz präzise."
09:41;09:44;"Und in der Tat können wir das auch noch genauer formulieren."
09:44;09:46;"Alle Schafe sind weiß."
09:46;09:50;"Die Negation davon, wenn man es ganz präzise formuliert, lautet,"
09:50;09:53;"es gibt mindestens ein Schaf, das nicht weiß ist."
09:53;09:56;"Das heißt, wir schreiben das nochmal genauer auf."
09:56;10:00;"Negation A."
10:07;10:17;"Es gibt also mindestens ein Schaf, das nicht weiß ist."
10:17;10:28;"Gut."
10:28;10:30;"Und wie ist die Merkregel jetzt?"
10:30;10:35;"Also, Sie können sich also immer merken, wenn wir jetzt hier alle haben,"
10:35;10:38;"ist in der Aussage, dann ist die Negation, es gibt."
10:38;10:40;"Das heißt, wir können das so formulieren."
10:40;10:43;"Also allgemein."
10:43;10:45;"Merke."
10:45;10:47;"Aus der Formulierung,"
10:47;10:50;"es gibt,"
10:50;10:55;"wird bei der Negation für alle und umgekehrt."
10:57;11:10;"also aus, es gibt, wird für alle."
11:10;11:16;"Und umgekehrt, so wie wir es jetzt hier bei diesem Beispiel haben."
11:20;11:26;"Das heißt also, hier haben wir alle, können auch schreiben, ja, hier passt jetzt für nicht,"
11:26;11:30;"aber alle Schafe und die Negation, es gibt."
11:31;11:35;"Naja, und die Negation von dieser Aussage jetzt hier wäre ja dann wieder diese."
11:35;11:41;"Das heißt also, aus es gibt, wird für alle und umgekehrt."
11:41;11:43;"Gut."
11:43;11:44;"Das war also die Negation."
11:44;11:49;"Die zweite wichtige Verknüpfung, das sind jetzt zwei verschiedene,"
11:49;11:52;"ist die Und- und die Oder-Verknüpfung von Aussagen."
11:52;11:57;"Ja, die Und-Verknüpfung, das heißt also A und B,"
11:57;11:59;"schreibweise in dieser Form,"
11:59;12:01;"das heißt also, das Zeichen in der Mitte,"
12:01;12:03;"schreiben Sie einfach so als Dach."
12:04;12:07;"Und das zweite ist A oder B"
12:07;12:10;"und schreibweise hier in dieser Form,"
12:10;12:13;"das heißt also, das Zeichen umgedreht."
12:13;12:16;"Ja, und wie sehen jetzt hier die Verknüpfung aus?"
12:16;12:19;"Wenn wir also A und B betrachten,"
12:19;12:20;"dann sehen wir,"
12:20;12:22;"also ich bin jetzt hier,"
12:22;12:25;"dass A und B nur wahr ist,"
12:25;12:29;"wenn A und B wahr sind."
12:29;12:34;"Ja, und in jedem anderen Fall wird das Ganze falsch."
12:34;12:36;"Das heißt also,"
12:36;12:38;"wahr und falsch ist falsch,"
12:38;12:39;"falsch und wahr ist falsch"
12:39;12:43;"und falsch und falsch ist offensichtlich dann auch falsch."
12:43;12:48;"Das im Unterschied zu der Verknüpfung A oder B,"
12:48;12:50;"und das sehen Sie jetzt hier,"
12:50;12:51;"und da sieht man eben,"
12:51;12:55;"wenn eine von den beiden Aussagen wahr ist,"
12:55;12:58;"dann ist A oder B automatisch schon wahr."
12:58;12:59;"Und deswegen sieht man hier,"
12:59;13:01;"bei diesen ersten drei Einträgen,"
13:01;13:04;"kommt also immer eine wahre Aussage heraus,"
13:04;13:05;"in den Fällen war wahr,"
13:05;13:07;"war falsch,"
13:07;13:08;"falsch wahr."
13:08;13:08;"Ja,"
13:08;13:10;"das liegt halt daran,"
13:10;13:14;"dass wir in jeder Zeile immer mindestens ein wahr haben"
13:14;13:17;"und deswegen ist auch hier immer ein wahr."
13:17;13:21;"Und das Ganze A oder B ist eben nur dann falsch,"
13:21;13:24;"wenn wirklich beide Aussagen falsch sind."
13:24;13:25;"Ja,"
13:25;13:27;"auch dazu ein kleines Beispiel."
13:27;13:34;"Schauen wir uns mal an."
13:34;13:36;"Erste Aussage,"
13:36;13:38;"zum Beispiel,"
13:38;13:40;"9 ist"
13:40;13:44;"durch 3 teilbar."
13:48;13:50;"Das ist offensichtlich wahr."
13:50;13:54;"Nehmen wir noch eine zweite Aussage,"
13:54;13:55;"damit wir die Verknüpfung besser sehen."
13:55;13:58;"Wenn ich jetzt zum Beispiel sage,"
13:58;13:59;"8 ist eine Quadratzahl."
13:59;14:10;"8 ist eine Quadratzahl."
14:10;14:11;"Das ist offensichtlich falsch."
14:16;14:16;"Ja,"
14:16;14:17;"was bekommen wir dann,"
14:17;14:19;"wenn wir die beiden verknüpfen?"
14:19;14:21;"Einmal mit und und einmal mit oder."
14:21;14:23;"Also,"
14:23;14:25;"wenn ich jetzt A oder B nehme,"
14:25;14:28;"Sie können ja nochmal schauen,"
14:28;14:30;"dann sehen wir also,"
14:30;14:32;"A ist wahr,"
14:32;14:33;"ups,"
14:33;14:37;"A ist wahr und B ist falsch,"
14:37;14:38;"also ist das"
14:38;14:39;"wahr."
14:42;14:45;"Und wenn ich A und B nehme,"
14:45;14:46;"da haben wir ja gesehen,"
14:46;14:47;"es ist nur wahr,"
14:47;14:48;"wenn beide,"
14:48;14:50;"wenn beide wahr sind."
14:50;14:51;"Und dadurch,"
14:51;14:53;"dass jetzt B falsch ist,"
14:53;14:55;"B falsch ist,"
14:55;14:56;"wissen wir also,"
14:56;14:57;"das Ganze"
14:57;14:59;"ist tatsächlich"
14:59;15:01;"falsch."
15:01;15:03;"Ja."
15:04;15:05;"Gut,"
15:05;15:06;"weiter geht's."
15:06;15:07;"Wir haben noch zwei"
15:07;15:10;"andere Verknüpfungen,"
15:10;15:11;"die wir betrachten wollen."
15:11;15:13;"Und das ist jetzt"
15:13;15:14;"als nächstes"
15:14;15:14;"die sogenannte"
15:14;15:15;"Implikation."
15:15;15:17;"Das hatten wir schon mal"
15:17;15:18;"im ersten Video auch gesehen,"
15:18;15:19;"als ich eben"
15:19;15:20;"diesen Pfeil hier"
15:20;15:21;"verwendet habe."
15:21;15:23;"Und ja,"
15:23;15:24;"Implikation"
15:24;15:25;"A,"
15:25;15:26;"Pfeil B"
15:26;15:27;"und jetzt"
15:27;15:28;"steht in Klammern"
15:28;15:28;"nochmal,"
15:28;15:29;"was das bedeutet."
15:29;15:30;"Also einmal"
15:30;15:31;"können Sie sagen,"
15:31;15:32;"aus B folgt,"
15:32;15:34;"aus A folgt B,"
15:34;15:35;"Entschuldigung,"
15:35;15:36;"oder wenn A,"
15:36;15:37;"dann B."
15:37;15:38;"Das heißt also,"
15:38;15:39;"wenn A gilt,"
15:39;15:40;"dann gilt auch B."
15:40;15:41;"Ja,"
15:41;15:43;"und die Wahrheitstafel"
15:43;15:44;"sehen Sie jetzt hier."
15:44;15:46;"Das ist immer"
15:46;15:49;"etwas schwieriger"
15:49;15:49;"zu verstehen,"
15:49;15:50;"die Implikation."
15:50;15:51;"Es ist tatsächlich so,"
15:51;15:53;"dass Sie sich merken können,"
15:53;15:54;"diese Implikation"
15:54;15:56;"ist nur dann falsch,"
15:56;15:57;"wenn Sie aus etwas"
15:57;15:58;"Wahrem"
15:58;15:59;"etwas Falsches folgern."
15:59;16:00;"Und das sehen Sie"
16:00;16:01;"jetzt hier."
16:01;16:02;"Ja,"
16:02;16:04;"wenn A war,"
16:04;16:04;"ist,"
16:04;16:05;"und B falsch,"
16:05;16:07;"dann ist diese Implikation"
16:07;16:08;"falsch."
16:08;16:09;"Das heißt,"
16:09;16:10;"man kann sich immer merken,"
16:10;16:11;"Sie können aus etwas"
16:11;16:11;"Wahrem"
16:11;16:13;"nicht etwas Falsches"
16:13;16:13;"folgern."
16:13;16:15;"Das ist im Endeffekt"
16:15;16:17;"die Aussage."
16:17;16:18;"Dann ist die Implikation"
16:18;16:18;"falsch."
16:18;16:20;"In allen anderen Fällen"
16:20;16:21;"ist tatsächlich"
16:21;16:22;"die Implikation"
16:22;16:22;"wahr."
16:22;16:23;"Das heißt also,"
16:23;16:24;"wenn beide wahr sind,"
16:24;16:25;"ist das auch wahr."
16:25;16:26;"Sie können auch"
16:26;16:27;"aus etwas Falschem"
16:27;16:29;"etwas Wahres"
16:29;16:29;"folgern."
16:29;16:30;"Und das ist eine"
16:30;16:31;"wahre Aussage."
16:32;16:33;"und aus Falsch"
16:33;16:34;"folgt Falsch"
16:34;16:35;"ebenfalls wahr."
16:35;16:36;"Das ist jetzt vielleicht"
16:36;16:37;"etwas schwieriger"
16:37;16:38;"zu verstehen."
16:38;16:40;"Vielleicht"
16:40;16:42;"dazu auch noch mal"
16:42;16:44;"zwei kleine"
16:44;16:45;"Beispiele."
16:46;16:47;"Das erste,"
16:47;16:51;"wenn ich jetzt sage,"
16:51;16:54;"also wenn heute"
16:54;16:57;"Montag ist,"
16:57;17:05;"dann ist morgen"
17:05;17:08;"Dienstag."
17:11;17:13;"Ja, was würden Sie"
17:13;17:13;"sagen?"
17:13;17:15;"Das ist immer,"
17:15;17:16;"das ist immer wahr."
17:16;17:18;"Wenn heute Montag ist,"
17:18;17:18;"dann ist morgen"
17:18;17:19;"Dienstag."
17:19;17:20;"Das heißt also,"
17:20;17:21;"egal ob heute"
17:21;17:22;"Montag ist,"
17:22;17:23;"diese Aussage,"
17:23;17:24;"diese Implikation"
17:24;17:25;"ist immer wahr."
17:36;17:36;"Also,"
17:36;17:37;"also dieses immer wahr"
17:37;17:38;"und ich schreibe dazu,"
17:38;17:40;"egal ob heute"
17:40;17:41;"Montag ist."
17:41;17:47;"Ja, das müssen Sie"
17:47;17:48;"nochmal durch den Kopf"
17:48;17:48;"gehen."
17:48;17:50;"Wenn heute Montag ist,"
17:50;17:50;"dann ist morgen"
17:50;17:51;"Dienstag."
17:51;17:52;"Das ist also immer"
17:52;17:53;"eine wahre"
17:53;17:54;"Implikation."
17:54;17:56;"So,"
17:56;17:58;"jetzt machen wir"
17:58;17:59;"mal weiter mit"
17:59;18:00;"diesen abstrusen"
18:00;18:00;"Aussagen."
18:02;18:03;"Wenn ich jetzt sage,"
18:03;18:05;"wenn 1"
18:05;18:07;"gleich 0,"
18:07;18:12;"dann ist"
18:12;18:14;"1"
18:14;18:15;"gleich 1."
18:15;18:16;"Ja,"
18:16;18:18;"was ist das jetzt?"
18:18;18:21;"Naja,"
18:21;18:22;"im Endeffekt"
18:22;18:23;"können Sie schauen,"
18:23;18:25;"das ist jetzt"
18:25;18:26;"irgendwie was Falsches,"
18:26;18:28;"das ist was Wahres"
18:28;18:29;"und wenn Sie mal schauen,"
18:29;18:30;"das Ganze ist wahr."
18:30;18:35;"Aber das kann man"
18:35;18:35;"sich auch überlegen."
18:35;18:38;"Also,"
18:38;18:39;"wir starten mit"
18:39;18:40;"1 ist gleich 0."
18:40;18:42;"Dann wissen wir doch"
18:42;18:43;"aber auch,"
18:43;18:44;"dass 0"
18:44;18:46;"gleich 1 ist."
18:46;18:47;"Naja,"
18:47;18:48;"und"
18:48;18:50;"hier steht die 0,"
18:50;18:50;"da steht die 0,"
18:50;18:51;"dann folgt doch"
18:51;18:52;"daraus auch"
18:52;18:53;"1"
18:53;18:54;"ist gleich 1."
18:54;18:55;"Ja,"
18:55;18:57;"das sind jetzt"
18:57;18:58;"vielleicht zwei Beispiele,"
18:58;18:58;"die man erstmal"
18:58;18:59;"verstehen muss."
19:00;19:00;"speziell in der"
19:00;19:01;"Aussagenlogik."
19:01;19:03;"Aber trotzdem"
19:03;19:03;"ist es auch nicht"
19:03;19:04;"so kompliziert."
19:04;19:06;"Wichtig ist nur,"
19:06;19:06;"dass Sie sich merken,"
19:06;19:07;"aus etwas"
19:07;19:09;"Wahrem"
19:09;19:10;"können Sie"
19:10;19:10;"nichts Falsches"
19:10;19:11;"folgern,"
19:11;19:11;"dann ist die"
19:11;19:12;"Implikation"
19:12;19:13;"immer falsch."
19:13;19:15;"So,"
19:15;19:15;"und die"
19:15;19:15;"letzte"
19:15;19:17;"Verknüpfung,"
19:17;19:18;"das hatten wir"
19:18;19:19;"jetzt auch schon mal"
19:19;19:19;"gesehen,"
19:19;19:21;"dass zwei Mengen"
19:21;19:22;"Äquivalent sind,"
19:22;19:23;"ja,"
19:23;19:23;"also auch wieder"
19:23;19:24;"dieser Pfeil,"
19:24;19:24;"den wir schon mal"
19:24;19:25;"gesehen haben,"
19:25;19:27;"A ist Äquivalent zu B"
19:27;19:28;"oder die Aussage A"
19:28;19:29;"ist Äquivalent zu"
19:29;19:30;"Aussage B"
19:30;19:31;"und auch hier"
19:31;19:31;"sieht man schon,"
19:31;19:32;"was bedeutet das,"
19:32;19:33;"aha,"
19:33;19:34;"das Ganze wird genau"
19:34;19:35;"dann wahr,"
19:35;19:36;"wenn entweder"
19:36;19:38;"beide Aussagen"
19:38;19:39;"wahr oder beide"
19:39;19:39;"Aussagen"
19:39;19:41;"falsch sind,"
19:41;19:41;"ja,"
19:41;19:43;"das heißt also hier"
19:43;19:43;"war,"
19:43;19:44;"war,"
19:44;19:45;"Äquivalenz ist"
19:45;19:46;"wahr,"
19:46;19:47;"falsch,"
19:47;19:48;"falsch ist"
19:48;19:48;"ebenfalls wahr"
19:48;19:49;"und sobald"
19:49;19:50;"die"
19:50;19:51;"Wahrheitswerte"
19:51;19:52;"verschieden sind,"
19:53;19:54;"dann ist die Äquivalenz"
19:54;19:56;"falsch,"
19:56;19:57;"auch hier noch"
19:57;19:57;"ein letztes"
19:57;19:58;"Beispiel,"
19:58;20:02;"ja,"
20:02;20:03;"wir nehmen mal"
20:03;20:05;"ein x aus r"
20:05;20:08;"und dann,"
20:08;20:11;"also,"
20:11;20:13;"wir machen jetzt hier auch noch mal ein Beispiel einer Implikation,"
20:13;20:15;"aber dann auch einer Äquivalenz,"
20:15;20:16;"also wenn ich jetzt sage,"
20:16;20:17;"x ist gleich 1,"
20:17;20:18;"daraus folgt,"
20:18;20:20;"x² ist 1,"
20:20;20:24;"dann ist das offensichtlich eine wahre Implikation."
20:24;20:26;"Was ist aber jetzt,"
20:26;20:28;"wenn ich hier einfach eine Äquivalenz mache?"
20:30;20:30;"das heißt also,"
20:30;20:32;"x1"
20:32;20:34;"Äquivalenz zu"
20:34;20:37;"x² gleich 1,"
20:37;20:37;"ja,"
20:37;20:39;"das ist offensichtlich falsch,"
20:39;20:40;"ja,"
20:40;20:44;"wenn Sie jetzt hier,"
20:44;20:46;"wenn Sie jetzt hier"
20:46;20:48;"minus 1 einsetzen,"
20:48;20:49;"dann ist es wahr,"
20:49;20:51;"aber eben nicht mehr mit diesem"
20:51;20:53;"und dann sehen Sie also,"
20:53;20:54;"dass hier"
20:54;20:56;"tatsächlich etwas Falsches herauskommt."
20:56;21:00;"Aber wie können wir das Ganze"
21:00;21:01;"wahrgestalten,"
21:01;21:02;"wenn wir das mal anschauen?"
21:02;21:03;"Ja,"
21:03;21:05;"wir müssten hier auf der linken Seite"
21:05;21:06;"ja eigentlich nur noch dazu schreiben,"
21:06;21:08;"den Fall"
21:08;21:08;"oder"
21:08;21:10;"x gleich minus 1."
21:10;21:12;"Das heißt also,"
21:12;21:14;"hier könnten wir sagen,"
21:14;21:17;"x gleich 1"
21:17;21:18;"oder"
21:18;21:19;"x gleich"
21:19;21:20;"minus 1,"
21:20;21:22;"genau dann,"
21:22;21:22;"wenn"
21:22;21:24;"oder Äquivalent dazu"
21:24;21:25;"x²"
21:25;21:26;"ist gleich 1"
21:26;21:26;"und das"
21:26;21:29;"ist dann tatsächlich"
21:29;21:30;"wahr."
21:30;21:32;"Und vielleicht noch mal"
21:32;21:33;"für den Alltag,"
21:33;21:34;"wie kann man sich das jetzt merken?"
21:34;21:38;"Wie steht jetzt die Implikation"
21:38;21:39;"und die Äquivalenz zueinander?"
21:39;21:41;"Es ist ganz einfach."
21:41;21:44;"Wenn Sie Äquivalenz zeigen wollen,"
21:44;21:45;"das heißt also,"
21:45;21:47;"a äquivalent zu b,"
21:47;21:49;"dann ist das genau dann wahr,"
21:49;21:52;"wenn die Implikationen a nach b"
21:52;21:53;"und b nach a"
21:53;21:53;"wahr sind."
21:53;22:05;"Das heißt also,"
22:05;22:06;"wenn"
22:06;22:10;"a nach b,"
22:10;22:12;"also das heißt hier der dritte Punkt,"
22:12;22:12;"ja,"
22:12;22:13;"die Implikation"
22:13;22:14;"und,"
22:15;22:16;"also nicht oder,"
22:16;22:17;"sondern und"
22:17;22:19;"b nach a"
22:19;22:24;"wahr sind."
22:24;22:26;"Gut."
22:28;22:28;"Ich denke,"
22:28;22:30;"das genügt jetzt erstmal"
22:30;22:32;"zu den Verknüpfungen von Aussagen"
22:32;22:33;"und im letzten Teil des Videos,"
22:33;22:35;"also wie gesagt,"
22:35;22:36;"Sie haben jetzt hier"
22:36;22:37;"vier verschiedene"
22:37;22:38;"oder genauer gesagt"
22:38;22:39;"fünf,"
22:39;22:40;"die Negation,"
22:40;22:41;"die Und-Verknüpfung,"
22:41;22:41;"die Oder,"
22:41;22:42;"die Implikation"
22:42;22:44;"und die Äquivalenz."
22:44;22:45;"Wir haben jetzt"
22:45;22:47;"einige Beispiele gesehen,"
22:47;22:48;"damit Sie ein besseres Gefühl"
22:48;22:49;"dafür haben."
22:49;22:50;"Wichtig wird natürlich"
22:50;22:51;"für uns auch immer"
22:51;22:52;"die Implikation sein,"
22:52;22:53;"das heißt also diese,"
22:54;22:55;"dass wir irgendwie"
22:55;22:56;"aus dem einen,"
22:56;22:57;"aus einer Aussage"
22:57;22:58;"etwas anderes folgern,"
22:58;22:59;"aber wenn möglich"
22:59;23:00;"etwas wahres."
23:00;23:02;"So,"
23:02;23:03;"und das wollen wir jetzt"
23:03;23:03;"vielleicht nochmal"
23:03;23:04;"näher anschauen"
23:04;23:06;"und zwar auf der letzten Folie."
23:06;23:08;"Da geht es um"
23:08;23:09;"Beweistechniken,"
23:09;23:10;"so allgemein"
23:10;23:11;"in der Mathematik"
23:11;23:13;"und da gibt es"
23:13;23:14;"drei große,"
23:14;23:16;"drei verschiedene"
23:16;23:16;"Möglichkeiten,"
23:16;23:18;"die man anwenden kann"
23:18;23:19;"und die wollen wir uns"
23:19;23:20;"mal näher anschauen"
23:20;23:21;"und auch ein paar"
23:21;23:22;"Beispiele dazu."
23:22;23:23;"Das erste"
23:23;23:24;"ist das sogenannte"
23:24;23:26;"logische Folgern,"
23:26;23:27;"ja,"
23:27;23:28;"auch direkter Beweis"
23:28;23:29;"genannt."
23:29;23:30;"Das heißt also,"
23:30;23:31;"hier zeigt man wirklich"
23:31;23:33;"direkt die Implikation,"
23:33;23:34;"das heißt also,"
23:34;23:35;"wenn die Aussage"
23:35;23:36;"A wahr ist"
23:36;23:37;"und wir aus"
23:37;23:39;"B aus A folgern,"
23:39;23:40;"das heißt also"
23:40;23:41;"A"
23:41;23:43;"aus A folgt B,"
23:43;23:44;"dann ist eben auch"
23:44;23:45;"B wahr,"
23:45;23:46;"ja."
23:46;23:47;"Das ist sozusagen"
23:47;23:48;"der direkte Weg."
23:48;23:51;"Das ist manchmal"
23:51;23:52;"aber nicht immer möglich"
23:52;23:53;"oder was heißt"
23:53;23:53;"manchmal nicht immer."
23:53;23:55;"Es ist manchmal"
23:55;23:56;"kompliziert,"
23:56;23:57;"oftmals geht es auch"
