Start Timestamp;End Timestamp;Transcript
05:47;05:57;"So, jetzt sagen wir mal, hier ist unser a und dann wählen wir uns ein Epsilon und sagen, okay, hier ist also a plus Epsilon, das ist diese gestrichelte rote Linie."
05:57;06:02;"Und a minus Epsilon ist die untere rote gestrichelte Linie."
06:02;06:18;"Und dann sagt im Endeffekt die Konvergenz aus, wir finden so eine Zahl, so ein Index hier, n Epsilon, sodass alle Folgenglieder ab dieser Zahl innerhalb dieses Epsilon-Schlauches liegen."
06:19;06:25;"Und das sieht man hier sehr schön, am Anfang ist es noch außerhalb hier, dann ist es hier unten, dann kommt es hier rein, wieder hier oben."
06:25;06:30;"Und ab diesem Index bleiben wir immer in diesem Epsilon-Schlauch."
06:30;06:36;"Das bedeutet also die Definition der Konvergenz einer Zahlenfolge."
06:36;06:41;"So, das gibt es also jetzt hier die Zahlengerade oder den Epsilon-Schlauch."
06:41;06:45;"Und jetzt schauen wir uns mal ein Beispiel an, wie wir das wirklich nachweisen."
06:45;06:48;"Da steckt ja dann im Endeffekt auch ein Beweis dahinter."
06:48;06:51;"Und da schauen wir uns jetzt mal zwei Beispiele an."
06:51;06:56;"Und die beiden Beispiele, die hatten wir auch schon in dem ersten Video gesehen."
06:56;07:00;"Das ist zum einen die Folge 1 durch n."
07:00;07:04;"Auch wenn Sie jetzt vielleicht alle schon wissen, was da herauskommt."
07:04;07:08;"Wir wollen das mathematisch korrekt nachweisen, dass es wirklich eine Nullfolge ist."
07:08;07:12;"Und die zweite Folge ist die Folge minus 1 hoch n."
07:12;07:15;"Okay, schauen wir uns das mal an."
07:15;07:19;"Wir gehen nochmal hier hoch, dass wir die Definition sehen, was wir eigentlich zeigen müssen."
07:19;07:22;"Also die Folge ist jetzt gegeben."
07:23;07:31;"An, n größer gleich 1 und das ist 1 durch n, n größer gleich 1."
07:31;07:35;"So, und die Behauptung, die wir jetzt aufstellen."
07:35;07:46;"Wir behaupten also, dass der Grenzwert, also Limes n gegen unendlich von 1 durch n, das hier 0 herauskommt."
07:47;07:50;"So, die Idee ist jetzt folgendermaßen."
07:50;07:52;"Wir wählen uns ein Epsilon größer 0 beliebig."
07:52;08:01;"Also man sagt beliebig fest."
08:01;08:02;"Das wählen wir uns."
08:02;08:04;"Und was müssen wir jetzt zeigen?"
08:08;08:10;"Ja, für dieses Epsilon."
08:10;08:10;"Ja, für dieses Epsilon."
08:10;08:10;"Ja, für dieses Epsilon."
08:10;08:18;"Ja, wir müssen jetzt also zeigen, dass wir so eine Zahl n Epsilon finden, sodass also hier diese Ungleichung gilt."
08:18;08:20;"Und a ist jetzt bei uns 0."
08:20;08:25;"Das heißt also, 1 durch n minus 0 vom Betrag muss kleiner Epsilon sein."
08:25;08:29;"Und das soll dann gelten für alle n größer gleich n Epsilon."
08:30;08:31;"Schreiben wir das mal kurz auf."
08:31;08:40;"Also es gibt ein n Epsilon aus n."
08:45;08:57;"Sodass also an minus 0 und das ist ja nichts anderes als 1 durch n minus 0, dass das kleiner Epsilon ist."
08:57;09:06;"Und zwar für alle n größer gleich n Epsilon."
09:06;09:08;"Das ist die Definition."
09:08;09:10;"Und die Idee ist jetzt wie folgt."
09:10;09:15;"Wir starten einfach mal mit dem, was wir hier aufgeschrieben haben."
09:15;09:18;"Und zwar, ja, was wissen wir?"
09:18;09:21;"Wir wissen also 1 durch n minus 0."
09:21;09:24;"Das soll jetzt kleiner Epsilon sein."
09:24;09:28;"Ich habe jetzt hier geschrieben, es gilt, um etwas zu zeigen."
09:28;09:31;"Also sozusagen diese Ungleichung muss jetzt erfüllt sein."
09:31;09:33;"Jetzt nehmen wir mal an, das gilt."
09:33;09:35;"Und dann können wir die natürlich umstellen."
09:36;09:39;"Wir sehen auch, wir können den Betrag hier weglassen."
09:39;09:42;"Da steht einfach nur 1 durch n kleiner Epsilon."
09:42;09:47;"Und wenn wir das mal umstellen,"
09:47;09:51;"ja, also n auf die andere Seite und Epsilon auf die andere."
09:51;09:59;"Das heißt also, wir multiplizieren mit n und dividieren mit Epsilon."
09:59;10:02;"Oder wir multiplizieren mit n und multiplizieren mit 1 durch Epsilon."
10:02;10:07;"Dann kommt was heraus, dann bekommen wir 1 durch Epsilon ist kleiner n."
10:07;10:10;"Das ist schon mal ganz interessant."
10:10;10:12;"Jetzt nutzen wir das, was wir hier haben."
10:12;10:14;"1 durch Epsilon ist kleiner n."
10:14;10:18;"Das heißt also, wie können wir unser n Epsilon wählen?"
10:18;10:23;"Naja, das n Epsilon muss auch größer 1 durch Epsilon sein."
10:30;10:33;"Es ist nicht festgelegt, welches wir wählen."
10:33;10:34;"Es muss auch nicht das kleinste sein."
10:34;10:36;"Es muss nur eben passend sein."
10:36;10:46;"Das heißt, wir wählen uns ein n Epsilon mit n Epsilon größer 1 durch Epsilon."
10:46;10:49;"Das folgern wir quasi aus diesem."
10:49;10:50;"Wir werden das auch gleich sehen."
10:50;10:52;"Das ist jetzt die Wahl."
10:53;10:56;"So, und jetzt führen wir den Beweis direkt durch."
10:56;11:02;"Das heißt, der Anfang war nur ein paar Vorbetrachtungen."
11:02;11:07;"Dann gilt für alle n größer gleich n Epsilon folgendes."
11:07;11:09;"So."
11:09;11:12;"Wir starten wieder hier."
11:12;11:14;"Das ist ja das, was wir ja auch haben wollten."
11:14;11:15;"Ja."
11:15;11:16;"Und auch hier."
11:17;11:17;"So."
11:17;11:18;"Das ist was?"
11:18;11:21;"Das ist jetzt einfach nur 1 durch n."
11:21;11:27;"Dann wissen wir aber, 1 durch n können wir abschätzen durch 1 durch n Epsilon."
11:27;11:28;"Ja."
11:28;11:29;"Und warum folgt das?"
11:29;11:32;"Naja, das folgt direkt aus dieser Ungleichung."
11:32;11:34;"Ja."
11:35;11:42;"Wenn Sie das jetzt hier haben, multiplizieren Sie einfach diese Ungleichung mit 1 durch n und 1 durch n Epsilon."
11:42;11:45;"Dann bekommen Sie genau diese Ungleichung."
11:45;11:46;"So."
11:46;11:54;"Und jetzt wissen wir aber, hier auch, wenn wir diese Ungleichung jetzt haben und mit Epsilon multiplizieren,"
11:54;12:01;"beziehungsweise auch noch mit 1 durch n Epsilon, dann sehen wir, dann bekommen wir hier am Ende einfach die Ungleichung."
12:01;12:03;"Das ist kleiner Epsilon."
12:03;12:09;"Ja."
12:09;12:09;"Ja."
12:09;12:10;"Und das wollten wir zeigen."
12:10;12:11;"Damit sind wir fertig."
12:11;12:13;"Ja."
12:13;12:15;"Wir haben also dieses n Epsilon gefunden."
12:15;12:21;"Und zwar wählen wir hier einfach ein n Epsilon, das größer 1 durch Epsilon ist."
12:21;12:24;"Und dann steht genau das da, was wir zeigen wollten."
12:24;12:25;"Ja."
12:25;12:31;"Also hier nochmal, das ist ja jetzt nichts anderes als a n minus a."
12:31;12:36;"Und ja, machen wir das ganz präzise a ist jetzt 0."
12:36;12:38;"Ja."
12:38;12:39;"Und damit haben wir das schon gezeigt."
12:39;12:45;"Und jetzt können wir mal versuchen, wie hängt das jetzt davon, die Abhängigkeit von Epsilon und n Epsilon."
12:46;12:55;"Dann sieht man hier, wenn ich jetzt mal Epsilon ein Zehntel wähle, dann ist klar, dass 1 durch Epsilon ist dann natürlich 10."
12:56;12:59;"Und dann könnten wir zum Beispiel als n Epsilon 11 wählen."
12:59;12:59;"Ja."
12:59;13:01;"Wir könnten aber auch was Größeres wählen."
13:08;13:08;"Ja."
13:08;13:22;"Und wenn ich das Epsilon noch kleiner mache, zum Beispiel 1 durch 1000, dann weiß ich also 1 durch Epsilon, ah, da soll ein Pfeil hin, 1 durch Epsilon ist was?"
13:22;13:24;"Ja, das ist 1000."
13:24;13:32;"Und dann könnten wir uns einfach, ja, wie könnte man das n Epsilon wählen?"
13:32;13:35;"Ja, n Epsilon war einfach nur größer 1 durch Epsilon."
13:35;13:44;"Also eine Zahl, die größer ist, nehmen wir mal die nächstgrößere natürliche Zahl, das wäre dann also 1001."
13:44;13:45;"Ja."
13:45;13:48;"So hängt das also zusammen."
13:48;13:54;"Und damit haben wir schon gezeigt, dass 1 durch n gemäß der Definition gegen 0 konvergiert."
13:54;14:02;"Und wenn wir das nochmal kurz anschauen, auf der Zahlengerade, ja, also wie wir das hier auch stehen haben,"
14:02;14:11;"dann habe ich hier irgendwo, da ist meinetwegen die 0 und jetzt sage ich mal, hier zum Beispiel ist 1."
14:11;14:18;"Und dann wähle ich mal hier meinetwegen, das ist jetzt 0 plus Epsilon."
14:19;14:28;"Und hier steht 0 minus Epsilon, dann sehen wir also, hier haben wir also, ich mache die 1 mal nach oben,"
14:28;14:36;"also hier habe ich jetzt A1, dann das nächste wäre ja dann 1 halb, das ist irgendwo hier, das ist also noch nicht drin."
14:36;14:45;"Und dann geht das einfach so weiter und dann bin ich irgendwo hier drin und dann habe ich hier A N Epsilon."
14:45;14:45;"Ja."
14:45;14:48;"Und dann werden die Abstände hier immer kleiner."
14:48;14:52;"Und so kann man sich das vorstellen."
14:52;14:57;"Und dann liegen also alle, fast alle Folgenglieder hier in diesem Intervall."
14:57;15:00;"Und nur endlich viele sind hier draußen."
15:00;15:00;"Ja."
15:00;15:06;"Und zwar die, für die eben N kleiner N Epsilon gilt."
15:08;15:08;"Gut."
15:08;15:11;"Das war jetzt also der Beweis dazu."
15:11;15:13;"Schauen wir uns ein zweites Beispiel an."
15:13;15:21;"Und wie schon angekündigt, nehmen wir jetzt, ja wir schauen uns nochmal ein anderes an."
15:21;15:22;"Ich hatte ja eben gesagt, minus 1 hoch N."
15:22;15:26;"Vielleicht nochmal ein ganz einfaches dazwischen."
15:29;15:41;"Zum Beispiel, was ist eigentlich, wenn ich A N konstant 2 wähle und zwar für alle N aus N."
15:41;15:43;"Was passiert dann eigentlich?"
15:43;15:53;"Ja, dann gilt offensichtlich, dass der Grenzwert von A N natürlich 2 ist."
15:53;15:53;"Ja."
15:53;16:01;"Und wenn wir das jetzt mal als Epsilon-Schlauch anschauen, sieht man also, ja ich bin irgendwo hier."
16:01;16:02;"Das ist die 2."
16:02;16:02;"Ja."
16:02;16:08;"Und das ist jetzt irgendwie die 2."
16:08;16:14;"Und dann kann ich natürlich hier einfach sagen, hier ist jetzt 2 plus Epsilon."
16:15;16:18;"Und hier ist 2 minus Epsilon."
16:18;16:24;"Und hier sieht man also, für jedes Epsilon größer 0 können wir direkt N Epsilon gleich 0 wählen."
16:24;16:24;"Ja."
16:24;16:30;"Das schreiben wir jetzt bei diesem Beispiel nicht nochmal alles ausführlich auf."
16:30;16:33;"Das haben wir jetzt schon im ersten Beispiel gesehen."
16:33;16:41;"Aber hier sieht man also sehr schön N Epsilon gleich 0 wählen."
16:44;16:46;"Ist auch irgendwie klar, ja."
16:46;16:52;"Wenn ich jetzt diese Folge habe, die ist konstant 2 und konvergiert gegen 2, dann ist das ja hier immer 0."
16:52;16:57;"Und dann ist das sozusagen immer erfüllt für Epsilon größer 0 für jedes Folgenglied."
16:57;17:00;"Deswegen kann ich hier eben auch N Epsilon gleich 0 wählen."
17:00;17:02;"Gut."
17:02;17:04;"Ein drittes Beispiel."
17:04;17:08;"Das jetzt etwas komplizierter ist."
17:10;17:16;"Und zwar, wie angekündigt, jetzt endlich die Folge minus 1 hoch N."
17:16;17:20;"N aus den natürlichen Zahlen."
17:20;17:24;"Und hier behaupte ich, dass diese Folge divergent ist."
17:24;17:32;"So, bevor wir das formal beweisen, schauen wir uns nochmal ganz kurz die Interpretation mit der Zahlengerade an"
17:32;17:35;"und auch mit dem Epsilon-Schlauch, den wir hier schon gesehen haben."
17:37;17:43;"Also wenn ich jetzt zum Beispiel das mal so aufschreibe, dann habe ich hier irgendwo, das ist meinetwegen die 0."
17:43;17:47;"Und ja, jetzt sehen wir, wir hatten schon gesehen, was sind das für Folgenglieder?"
17:47;17:51;"Naja, da kommt 1, minus 1, 1, minus 1 heraus."
17:52;18:00;"Das heißt also hier sieht man, wenn ich jetzt mal, hier ist jetzt zum Beispiel 1 und hier ist jetzt minus 1."
18:00;18:02;"Ja, was sieht man dann?"
18:02;18:06;"Naja, dann sieht man also, das ist jetzt hier A0."
18:06;18:14;"Das ist dann A1, A2, A3 und so weiter."
18:14;18:21;"Das heißt also hier A4, A5."
18:21;18:27;"Naja, und wenn ich mir jetzt so ein Epsilon wähle, soll ja für jedes Epsilon gelten."
18:27;18:29;"Das ist ja der entscheidende Punkt."
18:29;18:32;"Dann könnte ich ja sagen, okay, ich nehme jetzt dieses hier."
18:32;18:36;"Ja, und dann ist das jetzt hier 1 plus Epsilon."
18:36;18:38;"Das ist 1 minus Epsilon."
18:38;18:44;"Und dann, man könnte ja vermuten, A gleich 1 ist ein Grenzwert, aber das stimmt natürlich nicht, ja."
18:44;18:47;"A gleich 1 ist kein Grenzwert."
18:47;18:51;"Und wie begründen wir das jetzt hier?"
18:51;18:58;"Naja, nochmal auf die Definition."
18:58;19:02;"Da steht ja da, für alle Epsilon größer 0 finden wir so eine Zahl."
19:02;19:08;"Und dann könnten wir auch sagen, okay, ich wähle jetzt mal eine spezielle und zwar 1 Halb."
19:08;19:12;"Was gilt für Epsilon gleich 1 Halb?"
19:12;19:19;"Naja, wenn ich jetzt A N minus 1 nehme, wir nehmen mal an, das ist der Grenzwert hier."
19:19;19:22;"Oder ich betrachte einfach mal den Betrag der Differenz."
19:23;19:28;"Das ist dann aber offensichtlich größer Epsilon für unendlich viele."
19:28;19:38;"Für unendlich viele N aus den natürlichen Zahlen."
19:38;19:41;"Und zwar eben genau für die, die hier stehen."
19:41;19:44;"Hier kommt ja immer minus 1 heraus."
19:44;19:50;"Und wenn ich jetzt hier minus 1 habe, minus 1, minus 1, dann bin ich also größer gleich Epsilon."
19:50;19:53;"Dann kommt da eben 2 heraus, wenn ich den Betrag nehme."
19:53;20:01;"Und das heißt also, hier können wir also sagen, das sind dann, wie man jetzt hier leicht erkennt, die ungeraden natürlichen Zahlen."
20:14;20:20;"So, wenn wir das nochmal auf den Epsilon-Schlauch anschauen, auch da können wir das uns nochmal überlegen."
20:20;20:22;"Hier haben wir das auf der Zahlen gerade überlegt."
20:22;20:25;"Okay, A gleich 1 kann jetzt kein Grenzwert sein."
20:27;20:30;"Wenn ich das mal so betrachte."
20:30;20:37;"Ja, das passt nicht ganz."
20:37;20:44;"Okay, machen wir das mal so."
20:44;20:48;"Jetzt habe ich hier meinetwegen."
20:48;20:52;"So, und jetzt habe ich hier irgendwo die 1."
20:52;20:57;"Und dann habe ich ja hier auch noch minus 1."
20:57;21:03;"Und dann sehen wir also, die Folge springt irgendwie hin und her."
21:03;21:06;"Irgendwie so."
21:06;21:10;"Ich habe mal zwischen 1 und minus 1."
21:14;21:15;"Und so weiter."
21:15;21:21;"So, dann könnten wir aber auch sagen, na gut, warum soll das jetzt eigentlich nicht konvergieren?"
21:21;21:26;"Jetzt könnten wir einfach mal sagen, wir vermuten schon, dass 1 der Grenzwert ist."
21:26;21:33;"Jetzt könnte ich sagen, hier oben, jetzt muss ich ein bisschen aufpassen, dass ich weit genug nach oben gehe."
21:33;21:37;"Jetzt sage ich hier mal, das wähle ich mal als Epsilon 2."
21:38;21:40;"So, und dann ist das vielleicht irgendwo hier."
21:40;21:43;"1 minus Epsilon 2."
21:43;21:48;"Also der Abstand hier und hier, der sollte irgendwie gleich sein."
21:48;21:48;"Ja, grob."
21:48;21:49;"Das sehen wir so."
21:49;21:52;"So, dann kann ich hier also lang gehen."
21:52;21:55;"Dann ist das sozusagen dieser Schlauch."
21:55;22:01;"Und jetzt sehen wir doch aber irgendwie, hier sind doch alle Folgen, hier sind doch jetzt alle Folgenglieder enthalten."
22:01;22:04;"Ja, also alle sind in diesem Schlauch enthalten."
22:04;22:08;"Ja, das stimmt, aber eben nur für dieses Epsilon."
22:08;22:14;"Wenn ich jetzt ein anderes wähle und das nehme ich jetzt mal meinetwegen Epsilon 1."
22:14;22:20;"Ja, ich weiß auch nicht, warum ich das erste 2 genannt habe und das zweite 1, aber ist ja egal."
22:20;22:35;"Wenn ich jetzt diesen Schlauch wähle, dann sieht man, aha, hier sind eben nicht ab irgendeinem Index alle Folgenglieder enthalten,"
22:35;22:39;"weil hier unten kommen ja immer noch die mit dem Wert minus 1."
22:40;22:42;"So, also hier sieht man das auch sehr schön."
22:42;22:45;"Schreiben wir das mal kurz auf."
22:45;22:50;"Also es liegen alle"
22:50;22:55;"Folgenglieder ab"
22:55;23:00;"N Epsilon gleich 0."
23:00;23:01;"Ja,"
23:02;23:07;"im grünen Bereich."
23:07;23:13;"Und wir schreiben gleich grünen Epsilon 2 Schlauch."
23:17;23:22;"Ja, da passt das, aber für den roten passt das eben nicht."
23:22;23:26;"Und deswegen nochmal der Verweis auf die Definition."
23:26;23:28;"Für alle Epsilon muss das gelten."
23:28;23:30;"Es genügt nicht 1 zu finden."
23:35;23:37;"Das heißt für den roten Epsilon 1 Schlauch"
23:37;23:46;"gibt es also kein"
23:46;23:53;"keine Ahnung, warum ich gerade zwischen diesen Farben hin und her switche."
23:53;23:58;"Ich habe das irgendwie mal so aufgeschrieben, merke aber, dass es ein bisschen albern ist."
23:58;23:59;"Naja, egal."
24:01;24:04;"Da finden wir also kein N Epsilon 1,"
24:04;24:06;"so dass alle Folgenglieder"
24:06;24:10;"im roten Epsilon 1 Schlauch sind"
24:10;24:11;"ab einer bestimmten Stelle."
24:11;24:13;"Das finden wir halt nicht, ja."
24:23;24:30;"An mit N größer gleich N Epsilon 1 im"
24:30;24:35;"roten Epsilon 1 Schlauch liegen."
24:35;24:42;"Ja,"
24:42;24:45;"und mit der gleichen Argumentation,"
24:45;24:46;"das schreibe ich hier mal hin,"
24:46;24:48;"kann man natürlich auch argumentieren,"
24:48;24:49;"dass kein anderes A"
24:49;24:50;"Grenzwert sein kann."
24:50;24:52;"Ich habe das jetzt hier argumentiert,"
24:52;24:53;"dass wir jetzt vermutet haben,"
24:53;24:55;"vielleicht ist ja 1 der Grenzwert,"
24:55;24:56;"kann also nicht stimmen."
24:56;24:59;"Und das gleiche können Sie natürlich bei jedem anderen,"
24:59;25:00;"jetzt bei jeder anderen Zahl auch machen."
25:15;25:20;"also Grenzwert von A N."
25:20;25:26;"Und das bestätigt jetzt erstmal,"
25:26;25:32;"dass also A N divergent ist,"
25:32;25:36;"aber wir wollen trotzdem noch einen mathematischen Beweis liefern."
25:37;25:38;"Das soll jetzt einfach nur helfen,"
25:38;25:40;"um die Interpretation zu verstehen."
25:40;25:43;"Man braucht ja auch ein bisschen ein Gefühl,"
25:43;25:44;"was ist es?"
25:44;25:45;"Ist es konvergent?"
25:45;25:46;"Ist es divergent?"
25:46;25:47;"Um überhaupt erstmal anzusetzen."
25:47;25:51;"Bei der Konvergenz zeigen wir ja quasi formal einen Beweis."
25:51;25:52;"Und wir haben ja schon bemerkt,"
25:52;25:54;"wenn wir etwas widerlegen wollen,"
25:54;25:57;"dann genügt ja oftmals einfach ein Gegenbeispiel."
25:57;26:01;"Und jetzt versuchen wir das mal formal zu beweisen,"
26:01;26:02;"dass es divergent ist,"
26:02;26:05;"sprich, dass es nicht konvergent ist."
26:05;26:07;"So war ja die Definition."
26:07;26:08;"Sehen Sie nochmal hier,"
26:08;26:09;"heißt divergent,"
26:09;26:11;"falls sie nicht konvergent ist."
26:11;26:17;"So, formaler Beweis,"
26:17;26:19;"und den werden wir indirekt durchführen."
26:22;26:24;"Das heißt indirekt bedeutet also,"
26:24;26:25;"wir nehmen mal an,"
26:25;26:27;"die Folge ist konvergent."
26:27;26:31;"Und führen das dann zum Widerspruch."
26:31;26:34;"Also angenommen,"
26:34;26:35;"a n"
26:35;26:40;"ist konvergent."
26:40;26:45;"Und da sagen wir jetzt mal"
26:45;26:46;"konvergent"
26:46;26:50;"gegen a aus r."
26:51;26:54;"So, dann verwenden wir mal die Definition."
26:54;26:54;"Dann"
26:54;26:56;"gibt es also zu jedem"
26:56;26:57;"y größer 0"
26:57;26:58;"ein n epsilon,"
26:58;27:01;"sodass diese Ungleichung erfüllt ist."
27:01;27:13;"Das heißt,"
27:13;27:14;"zu jedem y größer 0"
27:14;27:16;"finden wir"
27:16;27:19;"ein n epsilon"
27:19;27:20;"aus n"
27:20;27:22;"mit der Eigenschaft,"
27:22;27:22;"dass"
27:22;27:25;"a n minus a"
27:25;27:27;"betragsmäßig kleiner"
27:27;27:27;"epsilon ist."
27:27;27:28;"Und das gilt dann"
27:28;27:34;"für alle n größer gleich"
27:34;27:35;"n epsilon."
27:35;27:38;"Und das bedeutet aber auch,"
27:38;27:40;"insbesondere gilt es für epsilon gleich 1."
27:40;27:41;"1"
27:41;27:51;"zu y gleich 1"
27:51;27:51;"1"
27:51;27:55;"n epsilon"
27:55;27:57;"aus n."
27:57;28:00;"Wir haben mit der Eigenschaft,"
28:00;28:02;"dass also a n minus a"
28:02;28:05;"betragsmäßig kleiner 1 ist."
28:07;28:12;"und das gilt dann auch hier für alle n größer gleich n epsilon."
28:12;28:15;"So, das bedeutet aber auch,"
28:15;28:15;"insbesondere,"
28:15;28:19;"das gilt jetzt für alle n größer gleich n epsilon."
28:19;28:21;"Also kann ich hier auch n epsilon schreiben"
28:21;28:24;"und auch n epsilon plus 1."
28:24;28:27;"Ja, es gilt ja für alle n, die größer sind,"
28:27;28:28;"größer gleich n epsilon."
28:29;28:31;"Das heißt, daraus bekommen wir schon mal,"
28:31;28:39;"dass das kleine 1 ist und auch,"
28:39;28:47;"das ist jetzt a n epsilon und plus 1."
28:47;28:52;"So, minus a ist kleiner 1."
28:52;28:54;"Das ist klar."
28:54;28:58;"So, und wenn wir jetzt mal die Differenz anschauen,"
28:58;29:06;"und zwar von a n epsilon minus a n epsilon plus 1."
29:06;29:09;"Ja, jetzt kann ich hier einfach mal eine Nulladdition machen."
29:09;29:11;"Und zwar mache ich das wie folgt."
29:11;29:15;"Ich schreibe jetzt hier mal minus a."
